Hours;Load;Price;CO_2_eq;solar_pv
396;2.3716;128.24;752.32;38.6652
397;2.3599;124.73;758.05;51.002
398;2.3362;132.08;797.99;10.7201
399;2.3048;148.94;841.9;12.8394
400;2.3162;165.95;873.94;0
401;2.3796;180.8;874.41;0
402;2.4294;186.39;885.53;0
403;2.4091;180.64;903.49;0
404;2.4035;178.11;913.14;0
405;2.3326;156.56;914.01;0
406;2.1791;147.9;931.28;0
407;2.0318;142.25;954.48;0
408;1.9017;129.34;951.28;0
409;1.7977;128.26;956.58;0
410;1.7443;126.69;951.84;0
411;1.7134;119.84;933.22;0
412;1.6973;122.98;935.37;0
413;1.7276;123.2;932.64;0
414;1.8265;127.69;948.37;0
415;2.1067;150.93;973.81;0
416;2.3086;170.46;980.65;0
417;2.4031;189.74;972.62;50.1519
418;2.4476;185.15;963.36;146.129
419;2.4596;166.35;934.18;40.6009
420;2.5033;158.61;947.48;79.5042
421;2.5124;146.61;954.81;127.787
422;2.5112;158.12;952.82;235.574
423;2.4546;150.1;951.35;98.2869
424;2.4317;157.51;949.88;0
425;2.4734;162.71;943.26;0
426;2.4915;165.04;957.01;0
427;2.4539;161.23;954.14;0
428;2.4259;159.22;950.22;0
429;2.3496;139.67;956.98;0
430;2.2096;136.21;979.53;0
431;2.0659;143.23;977.05;0
432;1.9258;134.29;971.31;0
433;1.8228;137.93;982.66;0
434;1.763;135.6;992.73;0
435;1.7353;139.54;983.89;0
436;1.7304;138.75;978.62;0
437;1.778;131.79;969.39;0
438;1.8634;138.06;968.0;0
439;2.1376;165.78;979.95;0
440;2.3298;181.36;974.0;0
441;2.4387;193.08;963.97;29.7615
442;2.4837;193.14;955.98;25.7985
443;2.4755;189.26;949.45;24.5419
444;2.5031;192.91;944.39;28.9518
445;2.5089;186.48;945.0;10.6232
446;2.5225;193.25;961.5;10.1173
447;2.4764;193.73;985.92;0
448;2.4593;185.37;992.7;0
449;2.4989;186.89;999.16;0
450;2.5098;193.52;996.33;0
451;2.4692;191.75;986.25;0
452;2.4528;191.81;978.23;0
453;2.3929;176.24;982.44;0
454;2.2511;159.06;975.0;0
455;2.098;151.15;983.99;0
456;1.9671;134.86;986.67;0
457;1.8556;136.93;1002.57;0
458;1.8044;138.22;1014.67;0
459;1.7741;144.33;1025.38;0
460;1.7758;144.43;1025.76;0
461;1.8107;142.95;1019.99;0
462;1.9069;145.79;1035.81;0
463;2.1857;177.01;1054.11;0
464;2.3697;201.92;1048.58;0
465;2.4761;211.44;1031.08;179.822
466;2.5318;210.82;1018.76;58.3178
467;2.5496;205.47;1007.74;35.0684
468;2.5865;202.85;1002.57;69.994
