Hours;Load;Price;CO_2_eq;solar_pv
486;1.159;66.81;14.45;0
487;1.097;65.25;14.17;0
488;1.118;66.38;13.82;0
489;1.168;70.3;15.18;0
490;1.497;74.91;16.21;0
491;1.912;78.24;17.08;17.2795
492;1.769;79.98;17.68;13.8441
493;1.436;82.38;17.71;11.593
494;1.35;83.63;17.13;6.4491
495;1.637;84.61;17.18;0
496;1.736;85.19;17.25;0
497;1.585;85.56;16.88;0
498;1.456;80.7;16.66;0
499;1.465;74.4;16.09;0
500;1.419;69.27;16.09;0
501;1.287;65.06;16.25;0
502;1.151;64.49;16.08;0
503;1.083;64.51;15.87;0
504;1.12;63.09;16.1;0
505;1.331;64.43;16.39;0
506;1.36;64.83;16.42;0
507;1.467;65.56;16.56;0
508;1.541;65.53;16.52;0
509;1.471;64.97;16.77;0
510;1.481;62.59;16.74;0
511;1.61;61.42;16.69;0
512;1.46;64.92;16.34;0
513;1.528;64.37;16.24;0
514;1.672;64.41;16.4;98.7636
515;1.624;64.08;15.93;152.838
516;1.589;62.29;14.89;89.0391
517;1.498;61.4;13.69;59.1272
518;1.421;59.58;13.71;129.725
519;1.545;58.02;13.68;0
520;1.687;55.6;13.68;0
521;1.618;54.82;13.73;0
522;1.606;53.53;14.03;0
523;1.555;56.56;14.13;0
524;1.62;54.91;14.0;0
525;1.549;53.89;13.81;0
526;1.35;55.48;13.92;0
527;1.265;53.42;14.03;0
528;1.267;50.79;15.33;0
529;1.308;47.63;14.5;0
530;1.391;46.85;14.15;0
531;1.415;47.4;14.9;0
532;1.413;48.03;15.94;0
533;1.445;48.95;15.71;0
534;1.28;58.63;15.11;0
535;1.257;61.67;14.28;0
536;1.321;61.68;14.18;0
537;1.486;62.29;14.96;0
538;1.45;61.0;14.23;112.517
539;1.454;60.63;14.13;161.035
540;1.541;59.74;14.39;100.175
541;1.545;60.67;14.39;69.3249
542;1.552;60.24;13.99;143.081
543;1.387;59.98;13.97;0
544;1.434;59.86;14.44;0
545;1.535;57.3;15.09;0
546;1.575;54.07;14.23;0
547;1.511;52.81;13.43;0
548;1.505;51.37;13.08;0
549;1.32;52.35;13.05;0
550;1.462;50.93;13.14;0
551;1.46;46.29;13.19;0
552;1.512;41.77;14.17;0
553;1.317;27.54;14.18;0
554;1.274;27.35;14.29;0
555;1.322;27.36;14.56;0
556;1.428;27.59;15.21;0
557;1.499;28.21;15.91;0
558;1.422;30.51;15.06;0
559;1.503;37.37;15.0;0
560;1.557;46.42;14.76;0
561;1.532;52.88;15.28;0
562;1.483;51.38;14.85;123.932
563;1.468;51.68;16.46;172.371
564;1.262;51.37;16.44;107.287
565;1.131;51.39;15.91;67.8288
566;1.096;51.41;15.93;156.377
567;1.218;49.9;15.81;0
568;1.328;44.59;15.69;0
569;1.435;37.43;16.6;0
570;1.392;30.09;16.94;0
571;1.475;29.4;15.89;0
572;1.243;29.14;13.82;0
573;1.398;28.62;13.47;0
574;1.562;27.24;13.33;0
575;1.573;25.05;13.62;0
576;1.137;20.7;14.34;0
577;1.075;13.55;14.41;0
578;1.088;9.0;14.31;0
579;1.305;4.58;14.31;0
580;1.325;4.1;14.34;0
581;1.338;6.08;14.62;0
582;1.321;11.18;14.33;0
583;1.447;25.99;14.03;0
584;1.504;27.92;13.94;0
585;1.456;29.17;13.9;0
586;1.425;29.39;13.98;1.19
587;1.49;29.12;13.99;199.526
588;1.447;29.07;14.07;124.553
589;1.502;28.49;14.56;85.5538
590;1.376;28.15;14.73;123.129
591;1.42;28.62;14.91;2.82917
592;1.41;29.07;15.6;0
593;1.374;29.98;15.01;0
594;1.29;30.77;14.76;0
595;1.317;32.02;14.91;0
596;1.5;31.86;15.24;0
597;1.571;31.53;16.28;0
598;1.429;33.05;16.9;0
599;1.391;31.21;17.9;0
600;1.37;30.01;17.97;0
601;1.333;38.82;17.88;0
602;1.228;39.96;17.67;0
603;1.238;39.99;17.05;0
604;1.197;39.73;16.87;0
605;1.136;40.0;17.19;0
606;1.213;41.84;15.44;0
607;1.422;37.85;15.89;0
608;1.508;40.39;14.78;0
609;1.393;43.76;14.68;0
610;1.386;43.47;14.92;21.7301
611;1.427;40.99;15.25;33.6191
612;1.438;40.16;15.17;51.0709
613;1.604;41.04;14.89;70.3822
614;1.639;42.15;14.44;150.609
615;1.563;40.91;14.8;0.47472
616;1.527;41.3;15.02;0
617;1.619;41.46;14.11;0
618;1.528;41.26;14.03;0
619;1.367;41.62;14.04;0
620;1.394;41.7;14.05;0
621;1.451;41.9;14.07;0
622;1.458;41.58;14.92;0
623;1.361;43.9;14.62;0
624;1.269;37.91;15.48;0
625;1.324;47.21;15.77;0
626;1.174;45.59;15.96;0
627;1.082;45.28;16.0;0
628;1.195;45.75;15.94;0
629;1.237;46.06;16.77;0
630;1.206;50.57;16.86;0
631;1.29;52.02;15.03;0
632;1.406;52.09;15.2;0
633;1.554;51.94;14.86;0
634;1.592;50.7;14.64;19.8525
635;1.459;49.47;14.45;14.17
636;1.454;48.17;14.46;5.83451
637;1.5;47.86;16.08;6.41691
638;1.53;47.4;15.53;20.7328
639;1.58;46.51;14.98;0
640;1.567;44.0;15.76;0
641;1.5;42.88;15.73;0
642;1.55;42.06;15.29;0
643;1.493;42.79;15.35;0
644;1.502;40.04;14.4;0
645;1.458;39.27;14.35;0
646;1.265;37.22;14.63;0
647;1.338;31.94;14.78;0
648;1.334;29.3;16.35;0
649;1.343;27.17;17.11;0
650;1.359;29.21;17.13;0
651;1.305;28.51;17.16;0
652;1.254;27.66;16.99;0
653;1.304;27.62;17.03;0
654;1.382;26.38;16.4;0
655;1.301;26.46;16.62;0
656;1.179;28.7;16.42;0
657;1.217;30.18;14.97;0
658;1.235;31.26;15.33;70.6521
659;1.258;35.49;15.31;139.839
660;1.313;38.26;14.98;85.4113
661;1.315;37.61;14.38;24.5146
662;1.335;35.83;14.02;34.9358
663;1.313;35.0;13.82;0.475202
